time,"No,1","No,2","No,3","No,4","No,5","No,6","No,7","No,8","No,9","No,10","No,11","No,12","No,13","No,14","No,15"
2.502000093460083,5.564090901092771,1.9354379106515591,7.47178264540948,9.772121739319532,3.777768952943422,1.3374082660320807,2.2182833062940737,0,0.7351605349588596,1.1980959775392783,1.8358977727014714,4.833320044262213,0,0.9364432202182423,0,0
2.6000001430511475,5.588626840539726,1.943972600005711,7.47178264540948,9.772121739319532,3.777768952943422,1.331536596806792,2.228065257352554,0,0.7384023681154672,1.2033792144380089,1.843993520485347,4.8546335076908,0,0.9364432202182423,0,0
2.700000047683716,5.588626840539726,1.943972600005711,7.438979022662883,9.81521380800179,3.7611832847786366,1.3433058275231726,2.228065257352554,0,0.7351605349588596,1.1980959775392783,1.843993520485347,4.8546335076908,0,0.932331921539269,0,0
2.8010001182556152,5.588626840539726,1.943972600005711,7.47178264540948,9.81521380800179,3.777768952943422,1.3433058275231726,2.237890343824008,0,0.7351605349588596,1.2033792144380089,1.8521249680413745,4.8546335076908,0,0.9364432202182423,0,0
2.9000000953674316,5.588626840539726,1.943972600005711,7.47178264540948,9.81521380800179,3.777768952943422,1.3374082660320807,2.237890343824008,0,0.7384023681154672,1.2086857487959175,1.860292272794633,4.8546335076908,0,0.9364432202182423,0,0
3.001000165939331,5.588626840539726,1.943972600005711,7.47178264540948,9.81521380800179,3.777768952943422,1.3492293954570427,2.228065257352554,0,0.7384023681154672,1.1980959775392783,1.8684955928643971,4.876040956975726,0,0.9364432202182423,0,0
3.1010000705718994,5.588626840539726,1.943972600005711,7.47178264540948,9.81521380800179,3.777768952943422,1.3492293954570427,2.228065257352554,0,0.7384023681154672,1.1980959775392783,1.8684955928643971,4.876040956975726,0,0.9364432202182423,0,0
3.2009999752044678,5.638023784515435,1.943972600005711,7.5047309221014675,9.858495899529942,3.8111600249627693,1.3492293954570427,2.247758755922417,0,0.7449289839461652,1.2033792144380089,1.8767350870672006,4.897542806565879,0,0.9364432202182423,0,0
3.3010001182556152,5.61327097597687,1.9525449247301168,7.5047309221014675,9.858495899529942,3.8111600249627693,1.3492293954570427,2.2182833062940737,0,0.7416584967649851,1.2086857487959175,1.8850109149199077,4.897542806565879,0,0.9364432202182423,0,0
3.4000000953674316,5.61327097597687,1.9525449247301168,7.5047309221014675,9.858495899529942,3.8111600249627693,1.3492293954570427,2.2182833062940737,0,0.7416584967649851,1.2086857487959175,1.8850109149199077,4.897542806565879,0,0.9364432202182423,0,0
3.502000093460083,5.61327097597687,1.943972600005711,7.5047309221014675,9.90196885184663,3.8111600249627693,1.3551790845141507,2.2085443012696895,0,0.7416584967649851,1.2140156833476752,1.8933232366428043,4.897542806565879,0,0.9364432202182423,0,0
3.6010000705718994,5.61327097597687,1.943972600005711,7.5047309221014675,9.90196885184663,3.8111600249627693,1.3551790845141507,2.2085443012696895,0,0.7416584967649851,1.2140156833476752,1.8933232366428043,4.897542806565879,0,0.9364432202182423,0,0
3.702000141143799,5.638023784515435,1.9611550507852515,7.537824490618512,9.858495899529942,3.794427758833132,1.331536596806792,2.1988480537319606,0,0.7449289839461652,1.2140156833476752,1.8933232366428043,4.919139472737735,0,0.9364432202182423,0,0
3.802000045776367,5.638023784515435,1.943972600005711,7.5047309221014675,9.858495899529942,3.794427758833132,1.331536596806792,2.1988480537319606,0,0.7416584967649851,1.1980959775392783,1.8850109149199077,4.876040956975726,0,0.9364432202182423,0,0
3.9010000228881836,5.662885745370566,1.943972600005711,7.47178264540948,9.858495899529942,3.794427758833132,1.331536596806792,2.1988480537319606,0,0.7449289839461652,1.2086857487959175,1.8933232366428043,4.919139472737735,0,0.9364432202182423,0,0
4.001000165939331,5.662885745370566,1.9611550507852515,7.537824490618512,9.90196885184663,3.8279660752695275,1.3492293954570427,2.2085443012696895,0,0.7449289839461652,1.2140156833476752,1.9016722131626984,4.919139472737735,0,0.9364432202182423,0,0
4.101000070571899,5.687857339870604,1.978489374392008,7.537824490618512,9.90196885184663,3.8279660752695275,1.3492293954570427,2.2085443012696895,0,0.748213892975742,1.219369121280981,1.9100580061160366,4.940831373603431,0,0.9364432202182423,0,0
4.200999975204468,5.7129390514664,1.9698031448634252,7.5047309221014675,9.90196885184663,3.8279660752695275,1.3551790845141507,2.237890343824008,0,0.748213892975742,1.219369121280981,1.9269406914358098,4.940831373603431,0,0.9364432202182423,0,0
4.302999973297119,5.687857339870604,1.9611550507852515,7.5047309221014675,9.90196885184663,3.8111600249627693,1.3492293954570427,2.237890343824008,0,0.7449289839461652,1.219369121280981,1.9184807778520325,4.919139472737735,0,0.9364432202182423,0,0
4.400000095367432,5.687857339870604,1.9698031448634252,7.537824490618512,9.945633506589568,3.8279660752695275,1.361155009880663,2.247758755922417,0,0.7449289839461652,1.2140156833476752,1.9269406914358098,4.940831373603431,0,0.9364432202182423,0,0
4.5,5.7129390514664,1.9698031448634252,7.571063991653131,9.945633506589568,3.8448462351190673,1.361155009880663,2.2576706847005474,0,0.748213892975742,1.2140156833476752,1.9269406914358098,4.962618929118841,0,0.9364432202182423,0,0
