time,"No,1","No,2","No,3","No,4","No,5","No,6","No,7","No,8","No,9","No,10","No,11","No,12","No,13","No,14","No,15"
0.7430000305175781,0,0,2.7905357745657184,29252.888832621902,69.8418647361534,72.32961162007786,89.23145494088237,409.0075482664309,0,0,2.0011732054316447,12851.72871071376,80.33726706932782,87.6834886893053,5.819612107297877
1.2200000286102295,0,0,3.95995876087476,26802.048798753385,72.32961162007786,69.8418647361534,99.1103237803151,423.5762780325291,0,0,2.0011732054316447,13078.613414048283,80.33726706932782,87.6834886893053,6.241581596803063
1.505000114440918,0,0,3.95995876087476,28745.416611037763,65.12012305069665,65.12012305069665,99.1103237803151,388.0885795170424,0,0,2.0011732054316447,13309.503544961142,81.75554296170141,87.6834886893053,6.463904915730276
1.7569999694824219,0,0,3.442622760606123,29252.888832621902,69.8418647361534,66.26975514549397,106.29663310114222,462.30905206014097,0,0,2.0011732054316447,12851.72871071376,84.66765159475224,90.80674902295341,6.694147326537042
2.0380001068115234,0,0,4.322066357069854,22896.368845978046,69.8418647361534,66.26975514549397,112.02629396561606,495.83024060238284,0,0,2.0724544122667283,13309.503544961142,83.19885712809486,84.66765159475224,6.578018836292997
2.299999952316284,0,0,3.6281889476726805,23300.581848756956,69.8418647361534,67.43968287075803,116.01663793457232,531.7819895593018,0,0,2.0365019615278457,13078.613414048283,84.66765159475224,87.6834886893053,6.812325951720188
2.552000045776367,0,0,3.382900952261073,22108.8577703074,71.07485456325597,71.07485456325597,118.06479823052618,580.4093388745828,0,0,2.0011732054316447,13078.613414048283,83.19885712809486,89.23145494088237,6.932590904970066
2.809999942779541,0,0,4.2470881684674895,20614.16235021422,76.22836300054563,66.26975514549397,116.01663793457232,522.5567609268685,0,0,2.0724544122667283,13078.613414048283,83.19885712809486,87.6834886893053,6.578018836292997
3.059999942779541,0,0,4.8005649614589165,7213.673572645883,15.506101804897835,4.029867960555347,72.32961162007786,423.5762780325291,0,0,1.2696402736985493,5451.9772023746,45.88937511484295,67.43968287075803,5.922351668348956
3.2950000762939453,0,0,4.322066357069854,1687.8884878806423,6.241581596803063,1.898821843154905,43.54233186826929,522.5567609268685,0,0,0.9104954394135469,2353.6759317605483,33.48955540597171,39.2022291515923,7.974377676182983
