time,"No,1","No,2","No,3","No,4","No,5","No,6","No,7","No,8","No,9","No,10","No,11","No,12","No,13","No,14"
2.6100001335144043,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.704000234603882,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.813000202178955,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9070000648498535,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.001000165939331,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
3.1100001335144043,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.204000234603882,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
3.313000202178955,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4070000648498535,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
3.503000020980835,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6000001430511475,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.702000141143799,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8010001182556152,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9000000953674316,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.003000020980835,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1000001430511475,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
4.200000047683716,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.301000118255615,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
4.403000116348267,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.503000020980835,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
4.613000154495239,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.706000089645386,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.800000190734863,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
4.9090001583099365,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
5.003000020980835,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.113000154495239,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.206000089645386,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.300000190734863,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0
5.4090001583099365,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
5.501000165939331,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.601999998092651,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.702000141143799,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.801000118255615,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.900000095367432,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.001000165939331,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.101000070571899,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
6.200000047683716,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
6.301000118255615,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.400000095367432,0.7384023666381836,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.51200008392334,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.605000019073486,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.715000152587891,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.808000087738037,0.7416585087776184,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.902000188827515,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.01200008392334,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
7.105000019073486,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.215000152587891,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.308000087738037,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.402000188827515,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.503000020980835,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6000001430511475,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.700000047683716,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.801000118255615,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.900000095367432,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.001000165939331,0.7384023666381836,0.0,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1010000705719,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.201000213623047,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.300000190734863,0.7351605296134949,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
8.400000095367432,0.7384023666381836,0.0,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
8.503000020980835,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.612000226974487,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
8.706000089645386,0.7351605296134949,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.815000057220459,0.7351605296134949,0.0,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0
8.909000158309937,0.7351605296134949,0.0,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0
9.003000020980835,0.7351605296134949,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
9.112000226974487,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.206000089645386,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.315000057220459,0.7384023666381836,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.409000158309937,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.503000020980835,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
9.6010000705719,0.7384023666381836,0.0,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.701000213623047,0.7384023666381836,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.802000045776367,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.900000095367432,1.1823850870132446,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.001000165939331,3.663187265396118,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1010000705719,6.405350208282471,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.200000047683716,9.10782241821289,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
10.301000118255615,7.537824630737305,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.401000022888184,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.503000020980835,0.7319329380989075,0.7548272609710693,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
10.612000226974487,0.7287195324897766,0.6882064938545227,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.706000089645386,0.7223349213600159,1.9872138500213623,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
10.800000190734863,0.7223349213600159,3.913114547729492,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.909000158309937,0.7255201935768127,6.812325954437256,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.003000020980835,0.7255201935768127,6.722994327545166,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.112000226974487,0.7287195324897766,4.962618827819824,0.7191635966300964,0.0,0.0,0.6791818141937256,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0
11.206000089645386,0.7287195324897766,0.0,0.8425970673561096,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
11.300000190734863,0.7319329380989075,0.0,0.8651378750801086,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.409000158309937,0.7255201935768127,0.0,3.8279659748077393,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.503000020980835,0.7160062193870544,0.0,5.443017482757568,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.600000143051147,0.7255201935768127,0.0,3.567744493484497,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.700000047683716,0.7351605296134949,0.0,0.7614990472793579,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.800000190734863,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0
11.901000022888184,0.7287195324897766,0.0,0.0,1.141489028930664,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
12.001000165939331,0.7223349213600159,0.0,0.0,2.5536751747131348,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.100000143051147,0.7128627300262451,0.0,0.0,3.895934581756592,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
12.201000213623047,0.7223349213600159,0.0,0.0,2.022498369216919,0.0,0.6791818141937256,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
12.301000118255615,0.7319329380989075,0.0,0.0,0.6942893862724304,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.400000095367432,0.7287195324897766,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.501000165939331,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.611000061035156,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.705000162124634,0.7223349213600159,0.0,0.0,0.0,5.996245861053467,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.814000129699707,0.7191635966300964,0.0,0.0,0.0,7.981557846069336,0.0,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
12.908000230789185,0.7223349213600159,0.0,0.0,0.0,5.467019557952881,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.002000093460083,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
13.111000061035156,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.205000162124634,0.7255201935768127,0.0,0.0,0.0,0.0,3.895934581756592,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.314000129699707,0.7255201935768127,0.0,0.0,0.0,0.0,7.637983322143555,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.408000230789185,0.7223349213600159,0.0,0.0,0.0,0.0,4.445683479309082,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.502000093460083,0.7319329380989075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
13.600000143051147,0.7287195324897766,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.700000047683716,0.7319329380989075,0.0,0.0,0.0,0.0,0.0,2.369629383087158,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
13.801000118255615,0.7223349213600159,0.0,0.0,0.0,0.0,0.6821768283843994,5.185849189758301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.900000095367432,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,5.095376968383789,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
14.001000165939331,0.7319329380989075,0.0,0.0,0.0,0.0,0.0,0.7614990472793579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.100000143051147,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.200000047683716,0.7319329380989075,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.302000045776367,0.7351605296134949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.400000095367432,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
14.606000185012817,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
14.700000047683716,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0
14.809000015258789,0.7319329380989075,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.903000116348267,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.01200008392334,0.7319329380989075,0.0,0.0,0.0,0.0,0.6821768283843994,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.106000185012817,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.200000047683716,0.7255201935768127,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.309000015258789,0.7255201935768127,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.403000116348267,0.7255201935768127,0.0,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.51200008392334,0.7287195324897766,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.601999998092651,0.7287195324897766,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.700000047683716,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
15.800000190734863,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.901000022888184,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.7287195324897766,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.103000164031982,0.7287195324897766,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.201000213623047,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.300000190734863,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.40000009536743,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.502000093460083,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.6010000705719,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,5.208717346191406,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
16.710000038146973,0.7319329380989075,0.0,0.0,0.0,0.0,0.0,0.6851850152015686,1.7414770126342773,0.0,0.0,0.0,0.0,0.0,0.0
16.80400013923645,0.7287195324897766,0.0,0.0,0.0,0.0,0.0,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.913000106811523,0.7319329380989075,0.6791818141937256,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
17.007000207901,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
17.1010000705719,0.7351605296134949,0.0,0.0,0.0,0.0,0.6821768283843994,0.6821768283843994,0.0,0.0,0.6791818141937256,0.0,0.0,0.0,0.0
17.210000038146973,0.7319329380989075,0.0,0.0,0.0,0.0,0.6791818141937256,0.6791818141937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.30400013923645,0.7351605296134949,0.0,0.0,0.0,0.0,0.6791818141937256,0.6821768283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
