time,"No,1","No,2","No,3","No,4","No,5","No,6","No,7","No,8","No,9","No,10","No,11","No,12","No,13","No,14","No,15"
0.3020000457763672,0,0,11.399090953405707,16.642066415249307,12.39302248351144,3.459533008405628,12.447671923038113,11.349045134752322,8.948926771446324,12.837025483894683,12.780666652121,6.321355173071305,10.301954260748866,12.176813507833149,0
0.6130001544952393,0,0,11.399090953405707,16.642066415249307,12.39302248351144,3.4901112457927965,12.447671923038113,11.299219033967221,8.98838880204261,12.837025483894683,12.837025483894683,6.321355173071305,10.34738272883471,12.230509531890984,0
0.9180002212524414,0,0,11.399090953405707,16.642066415249307,12.447671923038113,3.4901112457927965,12.447671923038113,11.349045134752322,8.98838880204261,12.837025483894683,12.837025483894683,6.321355173071305,10.34738272883471,12.230509531890984,0
1.2730000019073486,0,0,11.399090953405707,16.642066415249307,12.39302248351144,3.5055015691559706,12.50256234988201,11.349045134752322,9.028024848126849,12.89363284088269,12.837025483894683,6.349230416396089,10.34738272883471,12.230509531890984,0
1.632000207901001,0,0,11.399090953405707,16.642066415249307,12.447671923038113,3.5055015691559706,12.50256234988201,11.349045134752322,9.028024848126849,12.89363284088269,12.837025483894683,6.321355173071305,10.39301152257338,12.284442338995367,0
1.9160001277923584,0,0,11.399090953405707,16.642066415249307,12.39302248351144,3.4901112457927965,12.447671923038113,11.299219033967221,9.028024848126849,12.837025483894683,12.837025483894683,6.349230416396089,10.39301152257338,12.338612973287132,0
2.2060000896453857,0,0,11.449357458815992,16.642066415249307,12.39302248351144,3.5055015691559706,12.50256234988201,11.299219033967221,8.414308177845259,13.007597519015134,13.007597519015134,6.321355173071305,10.39301152257338,12.230509531890984,0
2.493000030517578,0,0,11.499845624144292,16.642066415249307,12.39302248351144,3.5209597591390147,12.50256234988201,11.349045134752322,8.639404106579988,12.950489819005215,12.89363284088269,6.2936023113801145,10.438841525339738,12.338612973287132,0
2.7960000038146973,0,0,11.449357458815992,16.715452839212396,12.447671923038113,3.5209597591390147,12.50256234988201,11.349045134752322,8.715766363859458,13.007597519015134,12.89363284088269,6.2936023113801145,10.39301152257338,12.338612973287132,0
3.1000001430511475,0,0,11.499845624144292,16.715452839212396,12.447671923038113,3.55208093736857,12.50256234988201,11.299219033967221,8.715766363859458,12.950489819005215,12.89363284088269,6.2936023113801145,10.438841525339738,12.284442338995367,0
