time,"No,1","No,2","No,3","No,4","No,5","No,6","No,7","No,8","No,9","No,10","No,11","No,12","No,13","No,14","No,15"
0.10000014305114746,0,0,6.321355173071305,6.0492458494633015,3.045099603974226,2.1700139829592904,11.349045134752322,0.7351605349588596,8.414308177845259,6.211072654929601,3.9131145276079726,2.0674864855739243,6.9332841987246745,0,0
0.20099997520446777,0,0,6.238461586072343,6.0226876386367145,3.005168414849175,2.1415580209131013,11.349045134752322,0.7384023681154672,8.79280357444183,6.605704614842299,4.217040637431114,2.2876694943005043,6.547829438494935,0,0
0.30299997329711914,0,0,6.321355173071305,6.0492458494633015,3.045099603974226,2.1604868963950716,11.399090953405707,0.7351605349588596,8.087612833257287,6.156655004403321,4.107167471749269,2.2977574172306956,7.373803201477422,0,0
0.4030001163482666,0,0,6.377228581020046,5.917615681661535,3.058527562075771,2.179583081061997,11.299219033967221,0.7384023681154672,7.341429741232626,5.7129390514664,3.8111600249627693,2.1604868963950716,8.195077025952525,0,0
0.5,0,0,6.405350208988518,5.9437105572875035,3.0720147333664483,2.1700139829592904,11.299219033967221,0.7351605349588596,6.994566345646295,5.419120924750067,3.6151509499380157,2.049372423270938,8.601474235421094,0,0
0.6000001430511475,0,0,6.321355173071305,5.891635371259994,2.9919747212356067,2.104196346900706,11.249611686415541,0.7319329345331707,6.842366226046315,5.371641874829657,3.5364861150129694,2.0136190214669587,8.754200228355717,0,0
0.7000000476837158,0,0,6.156655004403321,5.7888497553713085,2.788583083045289,1.9184807778520325,11.249611686415541,0.7351605349588596,6.9332841987246745,5.324578807540498,3.414167245439218,1.9354379106515591,8.870521704127182,0,0
0.8010001182556152,0,0,6.211072654929601,5.865769123103263,2.8256363935785003,1.9611550507852515,11.249611686415541,0.7384023681154672,7.118760415296221,5.395329172919208,3.3991779102794224,1.9269406914358098,9.06783567705413,0,0
0.9040000438690186,0,0,6.238461586072343,5.865769123103263,2.850611724122459,1.9959769132046616,11.200222131697483,0.7384023681154672,7.2133509770346365,5.419120924750067,3.3842543833101413,1.8850109149199077,8.98838880204261,0,0
1.003000020980835,0,0,6.129625231492369,5.814376812637287,2.850611724122459,2.00477856104803,11.299219033967221,0.7351605349588596,7.245159649094146,5.395329172919208,3.325212597932623,1.860292272794633,9.028024848126849,0,0
1.1030001640319824,0,0,6.156655004403321,5.891635371259994,2.978838952346094,2.0949582217538363,11.399090953405707,0.7319329345331707,7.341429741232626,5.371641874829657,3.3106138034024006,1.8684955928643971,9.14798476979211,0,0
1.2009999752044678,0,0,6.183803970347455,5.969920503335508,3.0720147333664483,2.1604868963950716,11.449357458815992,0.7319329345331707,7.5047309221014675,5.4430175909312934,3.3398757686826026,1.8933232366428043,9.228842287042346,0,0
1.3020000457763672,0,0,6.129625231492369,5.969920503335508,3.1403479669854617,2.1891943759612307,11.55055642684306,0.7255201822031061,7.537824490618512,5.467019634103084,3.3546035995317816,1.9016722131626984,9.392707697011407,0,0
1.4019999504089355,0,0,6.183803970347455,6.0492458494633015,3.1541959412421714,2.2085443012696895,11.55055642684306,0.7223349061476448,7.6379833681839315,5.539662682619451,3.3991779102794224,1.9269406914358098,9.475728279549472,0,0
1.502000093460083,0,0,6.238461586072343,6.102714128317354,3.1961073343091506,2.247758755922417,11.652649875732186,0.7223349061476448,7.705494233963822,5.564090901092771,3.4443445023860018,1.9525449247301168,9.601637062617552,0,0
1.6050000190734863,0,0,6.102714128317354,6.0226876386367145,3.1541959412421714,2.247758755922417,11.55055642684306,0.7191636145185281,7.6044500687231045,5.491127518945749,3.3991779102794224,1.9525449247301168,9.559482667220976,0,0
1.7000000476837158,0,0,5.969920503335508,5.917615681661535,3.0855613789583147,2.2182833062940737,11.449357458815992,0.7160062459194508,7.537824490618512,5.395329172919208,3.3398757686826026,1.9354379106515591,9.601637062617552,0,0
1.8020000457763672,0,0,5.865769123103263,5.814376812637287,3.0720147333664483,2.228065257352554,11.299219033967221,0.7160062459194508,7.47178264540948,5.371641874829657,3.2960791024588163,1.9100580061160366,9.559482667220976,0,0
1.9010000228881836,0,0,4.8546335076908,5.073006354987078,2.8758078074629196,2.179583081061997,11.200222131697483,0.6973510135774013,7.0875066781134,5.095376761752996,3.099167761114853,1.7802140525073527,9.686504337100208,0,0
2.001000165939331,0,0,5.3012021271984375,5.34805857189458,3.045099603974226,2.247758755922417,11.399090953405707,0.6973510135774013,7.373803201477422,5.254756210244287,3.224357195936693,1.8684955928643971,9.772121739319532,0,0
2.1010000705718994,0,0,4.31084358047321,4.544572261373641,2.564936216088841,1.8850109149199077,10.03354130847825,0.6912412470589104,6.461966035102193,4.504755476278627,2.727904170618052,1.5194274880250125,9.107822059563345,0,0
2.2009999752044678,0,0,4.31084358047321,4.544572261373641,2.564936216088841,1.8850109149199077,10.03354130847825,0.6912412470589104,6.461966035102193,4.504755476278627,2.727904170618052,1.5194274880250125,9.107822059563345,0,0
2.302999973297119,0,0,2.8884892405090867,3.2816082137096045,1.803868654912494,1.422382967593298,8.563710889072054,0.6912412470589104,5.095376761752996,3.6793408205725355,2.3282888794733982,1.2630552800968597,8.30396914960214,0,0
2.4000000953674316,0,0,1.7338313471086588,2.1604868963950716,1.3492293954570427,1.0875566899281885,5.662885745370566,0.6851850106080379,3.663187284801741,2.86318205014573,2.00477856104803,1.040741678403067,6.433595844737104,0,0
2.502000093460083,0,0,1.9184807778520325,2.553675288945388,1.6088724809932127,1.2742192158344519,7.181681955675346,0.6821768194351565,3.1403479669854617,2.8008798817289637,2.113475209354575,1.0971694227900595,7.5047309221014675,0,0
2.6000001430511475,0,0,1.978489374392008,2.9397766565105283,1.9872139075366753,1.5328574551068501,10.21169478741068,0.7066170683755658,2.8758078074629196,2.9919747212356067,2.247758755922417,1.1617571126139028,9.601637062617552,0,0
2.700000047683716,0,0,1.5669540059621516,2.9140201169227438,2.2977574172306956,1.6665133195977933,17.54437895758159,0.7581557885176946,2.122794988754509,3.005168414849175,2.599017817849412,1.4037308869805352,15.17324396481299,0.7784376438687195,0
2.802000045776367,0,0,2.2182833062940737,4.707389985798252,4.31084358047321,3.1265607899634795,28.217253336221816,0.7716174454885045,3.3842543833101413,4.940831373603431,4.161741478408032,2.553675288945388,26.068654388564713,1.187598987433885,0
2.9010000228881836,0,0,3.0855613789583147,5.028559750949339,5.324578807540498,4.198526419774855,31.360013039786807,0.9915693502294961,3.26720085699791,4.645660747265969,4.291917536549767,2.7520156622835272,28.718273035370085,1.230146922320173,0
3.001000165939331,0,0,5.185849214964574,5.638023784515435,6.405350208988518,4.3681239343628055,31.498301107806835,0.9785666414829767,6.812325951720188,6.752640484570229,5.891635371259994,3.711861902685759,27.970030881072578,0.9488862138110937,0
3.1000001430511475,0,0,7.946516140445859,7.876893586942316,6.902844764115364,4.5246200704331905,30.408847774837515,0.8921987219954536,7.309198411296923,7.438979022662883,6.519082279094974,4.180093485721221,26.884061757563696,1.040741678403067,0
3.2009999752044678,0,0,6.2936023113801145,6.664091340256216,6.377228581020046,4.34894641054374,28.844911837780483,0.7515132874496564,6.433595844737104,7.150151971903032,6.075921173878477,3.8448462351190673,26.29907089285035,1.1823850310051662,0
3.3010001182556152,0,0,7.2133509770346365,7.946516140445859,6.183803970347455,4.387386025197675,26.884061757563696,0.7035147833068827,8.195077025952525,7.6379833681839315,6.405350208988518,4.107167471749269,26.29907089285035,1.1314880346772846,0
3.4000000953674316,0,0,7.5047309221014675,8.016754076130571,6.2936023113801145,4.291917536549767,26.6485199182183,0.6942894095858282,8.526113336433308,7.8078810240146055,6.547829438494935,4.198526419774855,26.18360918296173,1.2742192158344519,0
3.501000165939331,0,0,6.321355173071305,6.752640484570229,6.872538968796292,4.584740980415716,27.84723309843136,0.7351605349588596,7.946516140445859,7.8078810240146055,6.722994136233886,4.34894641054374,27.002612249116993,1.5808040520385058,0
3.6000001430511475,0,0,7.47178264540948,8.267511950000612,7.373803201477422,4.962618929118841,28.718273035370085,0.7581557885176946,9.188324585291745,8.052105510186841,6.634833752254918,4.254314358875424,27.361409583490033,1.5261276986259749,0
3.700000047683716,0,0,8.30396914960214,8.79280357444183,7.91162827900879,5.2779280782951385,29.486531839768872,0.8206435834413873,8.601474235421094,7.981557846683609,6.9332841987246745,4.4456834371733605,27.24128385173532,1.6446598937008448,0
3.802000045776367,0,0,8.948926771446324,9.269538659467877,8.340587114305775,5.491127518945749,29.61655842858308,0.8463126807137561,8.948926771446324,8.123276732764797,7.150151971903032,4.584740980415716,26.6485199182183,1.6018089931458632,0
3.9000000953674316,0,0,10.484873624404079,10.077786157521782,8.677501236872235,5.738131365740667,29.61655842858308,0.7614990237108463,10.122226112820098,8.870521704127182,7.406319418782513,4.769939451871261,26.6485199182183,1.4733424737303764,0
4.001000165939331,0,0,15.307357746864547,13.895063195954052,10.671040866350461,7.27710858767076,27.7249744390927,0.7319329345331707,15.579152016905853,12.230509531890984,9.601637062617552,6.102714128317354,25.277978742897353,0.9241633948612642,0
4.1000001430511475,0,0,20.37550840669912,16.137304013171175,13.12256951199996,7.981557846683609,21.57496492602905,0.6973510135774013,20.28605311567106,15.579152016905853,11.911848908077452,7.571063991653131,22.249813160401125,0,0
4.200000047683716,0,0,19.844633368135387,15.442656938349833,13.064957046519298,8.087612833257287,22.744733208848597,0.7035147833068827,19.498423405316053,14.777911671052475,11.601490848675025,7.571063991653131,23.977924901169953,0.7384023681154672,0
4.301000118255615,0,0,13.296935714706308,10.671040866350461,10.03354130847825,6.490461329331553,26.884061757563696,0.6912412470589104,12.89363284088269,10.438841525339738,9.107822059563345,5.840016436419966,25.726809291850373,1.2086857487959175,0
